heading,group,material_chars,question_chars,why_chars,answer_chars,answer_point_markers,thin_flags,answer_excerpt
25. 2026朝阳二模 第16题（主观题）,inserted,91,40,106,91,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,城市文化建设要用社会主义核心价值观塑造城市精神，使文化空间不仅“好看好玩”，更能凝聚市民认同、提升文明素养。卷面可写：发挥正确价值观的导向作用，用积极价值目标引领文化供给和城市更新。
26. 2026丰台二模 第16题（主观题）,inserted,101,45,100,92,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,湿地保护要以人与自然和谐共生的生态价值观为引领，把“天人合一”“万物并育”的传统智慧转化为现实治理选择。卷面可写：正确生态价值观引导人们尊重自然、保护自然，使治理行动服务生态公共利益。
27. 2026顺义二模 第16题（主观题）,inserted,98,75,97,92,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,新大众文艺不能被流量和低俗趣味牵着走，而要以社会主义核心价值观引领创作方向，传递正能量、家国情怀和奋斗精神。卷面可写：正确价值观引导创作者作出正确价值判断和价值选择，提升作品精神内涵。
28. 2026朝阳二模 第1题（选择题）,inserted,69,129,106,116,3,ANSWER_LT_120_CHARS,正确项是 A（①②）。本节点只处理①：通达之路联结革命老区，体现道路建设和现代化实践受以人民为中心的正确价值观引导；这种价值追求规定了建设为了谁、服务谁、依靠谁，使“中国路”不只是交通工程，也是服务人民美好生活和共同发展的实践路径。
29. 2026朝阳一模 第2题（选择题）,inserted,55,160,97,75,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,本题应选A。古澹所强调的看淡功利、克制冲动，是一种审美价值取向对人的认识和行为的引导；它说明价值观会影响人们怎样评价事物、怎样选择生活态度和艺术追求。
30. 2026西城二模 第16题（主观题）,inserted,78,47,134,150,3,,①价值观对人们认识世界和改造世界具有重要导向作用，会影响人们对生活方式的理解、评价和选择。②中式生活方式蕴含健康、和谐、顺应自然、身心兼顾等价值追求，契合全球青年对美好生活、身心平衡和文明互鉴的期待。③正是这些共通价值引导海外青年理解、认同并愿意体验中式生活方式，使其能够跨越文化差异、形成广泛共鸣。
31. 2025朝阳一模 第21题（主观题）,inserted,48,51,127,145,3,,①价值观对人们认识世界和改造世界具有导向作用，影响人们作出价值判断和价值选择。②党员干部只有树立以人民为中心的正确政绩观，才能把“大事小事”的判断标准放在人民利益上，把工作重点指向群众最关心、最直接、最现实的问题。③这样才能防止脱离群众、追求表面政绩或个人声望，使为民办事真正服务造福人民。
32. 2025丰台期末 第16题（主观题）,inserted,59,80,131,131,3,,①价值观对认识活动和实践活动具有导向作用。②胸中有“数”，不仅要掌握真实数据，还要在正确价值观指导下决定数据如何使用，把“数”用于科学决策、公共治理、人民利益和长远发展。③这样才能让数据分析转化为正确行动，避免片面追求指标、为数字而数字，或按照个人偏好随意用数。
33. 2025海淀期末 第22题（主观题）,inserted,62,68,136,138,3,,①价值观对人们认识世界和改造世界具有导向作用，影响人们的价值判断、目标选择和行动方式。②愚公移山精神引导我们把国家发展、民族复兴和人民幸福作为值得追求的目标，在困难面前不退缩、不懈怠。③用正确价值观凝聚坚持不懈、团结奋斗的行动力量，才能把精神认同转化为推进事业发展的现实行动。
34. 2025西城期末 第18题（主观题）,inserted,63,43,144,144,3,,①价值观对人们认识世界和改造世界具有导向作用，会影响人们对技术的评价、选择和治理。②面对技术恐惧，既要尊重技术发展规律，又要坚持科技以人为本，把人民利益和社会公共利益作为重要尺度。③这样才能关注受技术变革冲击的人群，防止技术发展偏离人的需要，使人工智能等新技术服务人的全面发展和社会进步。
35. 2026朝阳期中 第18题（主观题）,inserted,34,32,126,165,3,,①价值观对人们认识世界和改造世界具有导向作用，会影响我们怎样评价和使用 AI。②使用 AI 提供情绪价值，应坚持科技服务人的健康成长，把人的真实需要、现实交往能力和身心发展作为价值尺度。③AI 可以作为表达、倾诉和初步疏导的辅助工具，但不能替代真实关系和现实问题解决；要防止沉溺虚拟安慰、逃避现实冲突，使技术使用服从人的全面发展。
36. 2026东城一模 第16题（主观题）,inserted,79,50,90,105,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,优秀文艺不能只满足瞬时情绪，还要以正确价值观引领人、塑造人，弘扬中华民族精神和社会主义核心价值观，把大众情绪提升为深沉的时代情感。题目观点把“满足情绪”当作唯一标准，忽视了优秀文艺的价值导向作用，因而是片面的。
1. 2026海淀一模 第16题（主观题）,legacy,78,53,163,109,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,人文学科承担在客观技术飞速发展的条件下，对“技术为何而用、为谁而用、用到何种程度”作出价值判断与价值选择的功能；它使人在AI时代既尊重技术发展规律，又坚守人民立场和人之为人的价值方向，所以在AI时代具有不可替代的价值。
2. 2025海淀一模 第16题（主观题）,legacy,92,23,178,139,0,SHORT_WITHOUT_POINT_MARKERS,对待MBTI测试要在尊重人的复杂性和发展性这一客观规律的基础上作出正确的价值判断与价值选择：把它定位为认识自我、辅助交往的工具，而不是给自己和他人贴定型化标签的依据；自觉抵制过度放大标签所带来的自我固化和群体极化倾向，以有利于个人健康成长和健全人际交往的价值取向来使用这一测试。
3. 2025海淀期末 第16题（主观题）,inserted,69,34,141,115,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,打造中医药新时尚，要坚持人民立场——把不同人群的健康需求与生活需要作为产品研发的根本出发点，针对熬夜人群、消暑人群、低糖需求人群分别开发石斛曲奇、荷叶消暑包、青稞零蔗糖面包等产品，让中医药文化以受人民欢迎的形式更好地服务人民健康。
4. 2025西城期末 第18题（主观题）,inserted,72,21,127,128,0,SHORT_WITHOUT_POINT_MARKERS,价值观具有导向作用，正确的价值判断与价值选择要符合客观规律、符合人民的根本利益。看待技术恐惧要坚持科技以人为本——既要有尊重技术发展规律的科学精神，也要有关注受技术变革冲击群体（担心失业、担心隐私、担心安全的人群）的人文关怀，让技术发展真正服务于人民利益。
5. 2024西城一模 第17题（主观题）,legacy,69,30,141,111,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,价值判断与价值选择必须自觉站在尊重自然规律、维护人与自然和谐共生的立场上。设计师选择“信任自然、由自然意志主宰”就是把生态价值观作为价值判断的基础——选择不以人为中心，而以人与自然生命共同体为坐标，所以避免了人类中心主义。
6. 2024西城二模 第18题第（4）问（主观题）,legacy,41,25,131,102,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,推动乡村文化振兴，要在实践基础上自觉站在最广大乡村人民根本利益的立场上做出正确的价值判断与价值选择，把“欣赏美、追求美、塑造美”和乡村文明新风尚作为价值取向，自觉抵制冲击传统村落、矮化乡村文化的错误倾向。
7. 2026东城一模 第16题（主观题）,inserted,82,50,102,156,0,SHORT_WITHOUT_POINT_MARKERS,评判文艺是否优秀，需要在尊重客观规律、自觉站在人民立场基础上作出正确的价值判断与价值选择：满足正当情绪需求是合理的，但更要对“家国情怀”“烈士豪情”“劳动者之歌”等承载时代深沉情感、能涵养根脉的作品作出更高层次的价值肯定；该观点把“满足情绪”当成唯一标准，忽视了对时代情感和人民根本利益的价值取舍，因而是片面的。
8. 2026东城期末 第21题（主观题）,inserted,26,42,111,72,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,"我国实施区域发展战略坚守人民立场,以人民为中心作出价值判断,把消除区域发展落差、增进全体人民民生福祉、扩大人民参与作为势能转化为动能的根本指向。"
9. 2025东城一模 第16题（主观题）,inserted,60,31,103,57,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,春节承载的和睦幸福价值取向作为正确价值观，发挥导向作用并指引人们在价值判断与选择中维护、传承、奋斗，故能生生不息。
10. 2025东城期末 第21题（主观题）,inserted,121,47,118,196,0,,正确的价值判断和价值选择要符合社会发展规律，并自觉站在最广大人民的立场上。中国式现代化坚持民生为大，就是在发展、立法、司法、公共服务和文化惠民等选择中，以是否保障和发展人民利益、是否回应人民对美好生活的需要、是否让发展成果更多更公平惠及人民为评价尺度。材料中的收入增长、医保覆盖、教育发展、基层立法听民声、民生“小案件”和文化惠民，说明这种价值取向不是口号，而是转化为持续改善民生的实践要求。
