global_entry_no,source_label,bucket,second_level,core_point,year,district,exam_type,q_no,q_sub,overall_auto_status,paper_count,rubric_count,other_count,paper_statuses,rubric_statuses,q_in_paper,q_in_rubric,prompt_exact,prompt_match_fragment,prompt_match_score,score_match_fragment,score_match_score,surface_match_fragment,surface_match_score,paper_paths,rubric_paths,other_paths,prompt,score_layers,surface_sentence
217,2025顺义一模Q20,中国,责任,中国是负责任大国并勇于担当,2025,顺义,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,彰显大国担当和负责任大国形象,0.001,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,,中国通过中老铁路安居村、“200口井”和援建牙买加中国园林等“小而美”项目改善当地民生，彰显大国担当和负责任大国形象。
218,2026门头沟一模Q21,中国,责任,中国是负责任大国并勇于担当,2026,门头沟,一模,21,,NEEDS_MANUAL_SURFACE_CHECK,1,1,0,OK,OK,True,True,True,谈谈中国为何能为世界提供宝贵的确定性,1.000,,0.000,,0.000,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,,结合材料，综合运用所学，谈谈中国为何能为世界提供宝贵的确定性。,,中国坚持大国担当，是150多个国家和地区的主要贸易伙伴，并通过对外投资为东道国贡献3000多亿美元税收，以互利共赢的开放战略为世界共享发展机遇。
219,2025顺义一模Q20,中国,责任,聚焦发展中国家紧迫需求，以灵活快速的小而美项目形成共同发展品牌,2025,顺义,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,快速响应基层社区需求,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,,“小而美”项目聚焦发展中国家紧迫需求，灵活实施、快速响应基层社区需求，规模小更易统筹和推广，因而能够形成国际发展合作品牌和共同发展目标。
220,2026西城二模Q19(1),中国,责任,展现大国责任担当,2026,西城,二模,19,1,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OCR_OK,True,True,True,阐释中国参与全球数据治理的逻辑,1.000,,0.000,中国积极参与全球数据治理,0.002,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf,,结合材料，运用当代国际政治知识，阐释中国参与全球数据治理的逻辑。,,中国积极参与全球数据治理，贡献数字发展经验和治理方案，展现负责任大国的责任担当。
221,2025海淀期中Q21(2),中国,一条历史线,中国综合国力、国际地位和话语权提升,2025,海淀,期中,21,2,NEEDS_MANUAL_SURFACE_CHECK,1,1,1,OK,OK,True,True,True,分析新中国外交的“变”与“不变”,1.000,,0.000,,0.000,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,结合材料，运用《当代国际政治与经济》知识，分析新中国外交的“变”与“不变”。,,随着中国特色大国外交不断推进，中国国际影响力和话语权不断提升。
222,2025朝阳期末Q21,中国,一条历史线,中国综合国力、国际地位和话语权提升,2025,朝阳,期末,21,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,1,OK,OCR_OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,为推进中国式现代化营造良好的国际舆论环境,0.001,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,,中国提升国际话语权，讲好中国故事、交流中国经验、塑造中国形象，有利于回应意识形态分歧，为推进中国式现代化营造良好的国际舆论环境。
223,2025海淀二模Q21,中国,一条历史线,中国作为联合国创始会员国和安理会常任理事国，是国际政治经济格局中的重要力量〔中国国际地位综合表达角度〕,2025,海淀,二模,21,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,2,1,OCR_OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,中国作为联合国创始会员国和安理会常任理事国,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,,中国作为联合国创始会员国和安理会常任理事国，同时是世界上最大的发展中国家、国际政治经济格局中的重要力量，能够为联合国事业和全球治理提供重要支持。
224,2025丰台二模Q20,中国,一条历史线,中国积极参与国际组织，在联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织中的作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者,2025,丰台,二模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,8,0,OK,OK,True,True,False,全球治理体系与国际秩序变革加速推进,1.000,,0.000,已成为全球治理体系的重要参与者,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(1).doc || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(2).docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/17题.docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/18题 .docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/20题.docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/21题.docx,,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,,中国积极参与联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织，作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者。
225,2025海淀期中Q21(2),中国,一条主线,习近平外交思想指导中国特色大国外交（外交为民、服务中国式现代化）,2025,海淀,期中,21,2,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,1,OK,OK,True,True,True,分析新中国外交的“变”与“不变”,1.000,,0.000,为新时代中国特色大国外交提供根本遵循和行动指南,0.004,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,结合材料，运用《当代国际政治与经济》知识，分析新中国外交的“变”与“不变”。,,新时代形成习近平外交思想，为新时代中国特色大国外交提供根本遵循和行动指南，体现外交指导思想与时俱进。
226,2026朝阳期末Q20,中国,一条主线,习近平外交思想指导中国特色大国外交（外交为民、服务中国式现代化）,2026,朝阳,期末,20,,NEEDS_MANUAL_SURFACE_CHECK,1,1,0,OCR_OK,OCR_OK,True,True,True,分析中国特色大国外交为什么要更有作为,1.000,我国国家利益四个角度各2分,0.006,,0.000,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,,结合材料，运用《当代国际政治与经济》知识，分析中国特色大国外交为什么要更有作为。,8分；和平发展、政治、经济、我国国家利益四个角度各2分，每个角度按背景1分+目标1分处理。,中国践行外交为民宗旨，完善海外安全保障体系，让中国公民和法人在海外更安全、更踏实、更放心，有利于维护人民利益、服务中国式现代化。
227,2025海淀二模Q21,联合国,多边主义/多极化场所,联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，并在维护和平、推动发展、促进人类文明进步中发挥重要作用,2025,海淀,二模,21,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,2,1,OCR_OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,代表性和权威性的政府间国际组织,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,,联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，是实践多边主义的最佳场所，在维护世界和平、推动共同发展和促进人类文明进步中发挥重要作用。
228,2026通州期末Q20,联合国,联合国宪章宗旨和原则,维护《联合国宪章》宗旨和原则,2026,通州,期末,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,顺应各国人民愿望等,1.000,符合《联合国宪章》,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/细则/细则.pptx,,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向彰显担当”的理解。,六层：1.共商共建共享全球治理观；2.时代主题、经济全球化、顺应各国人民愿望等；3.符合《联合国宪章》；4.推动构建国际新秩序、倡导国际关系民主化、践行多边主义、坚持正确义利观、兼顾利益等任意一点给1分、共2分；5.人类命运共同体；6.贡献中国智慧、中国方案、勇于大国担当。,全球治理倡议精神内涵同联合国宪章宗旨和原则一脉相承，符合《联合国宪章》。
229,2025海淀二模Q21,联合国,联合国宪章宗旨和原则,维护《联合国宪章》宗旨和原则,2025,海淀,二模,21,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,2,1,OCR_OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,维护《联合国宪章》宗旨和原则,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,,中国坚定维护以联合国为核心的国际体系，维护《联合国宪章》宗旨和原则，并以安理会轮值主席等实际行动支持联合国工作。
230,2025丰台二模Q20,联合国,联合国宪章宗旨和原则,维护《联合国宪章》宗旨和原则,2025,丰台,二模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,8,0,OK,OK,True,True,False,全球治理体系与国际秩序变革加速推进,1.000,,0.000,维护多边体制的权威性和有效性,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(1).doc || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(2).docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/17题.docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/18题 .docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/20题.docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/21题.docx,,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,,中国作为联合国常任理事国，遵守《联合国宪章》宗旨原则，践行多边主义，维护多边体制的权威性和有效性。
