paragraph,module,subsection,core_point,ordinal,source_label,title_tail,card_id,evidence_status,card_path,材料触发点,设问,为什么能想到,答案落点,同题组,prompt_check,answer_check,think_check,samegroup_check,qa_flags
3838,中国,责任,民心相通与文明互鉴,1,2025顺义一模Q20,,2025_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_顺义_一模_Q20.md,援建牙买加中国园林项目丰富当地民众精神生活，说明“小而美”项目不仅是物质援助，也承载文明交流和民心相通功能。,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,援建牙买加中国园林项目丰富当地民众精神生活，说明“小而美”项目不仅是物质援助，也承载文明交流和民心相通功能。题目指向说明”小而美”为什么是国际发展合作的亮点，这一点要落在文明交流、民心相通的精神层面。把援建牙买加中国园林作为传播中华文化、增强文明互鉴的具体例子，再写清这种合作让发展援助更有民心基础、提升国际认同。,中国通过援建牙买加中国园林等“小而美”项目传播中华文化、增强文明互鉴、提升国际认同，使国际发展合作更具民心基础。,,EXACT,NO_MATCH,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
3847,中国,责任,民心相通与文明互鉴,2,2024东城二模Q20,,2024_东城_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_东城_二模_Q20.md,题目整体说明“三大倡议”如何助力未来，作答不能只把发展、安全、文明三项分开写，还要先说明出三大倡议与人类命运共同体的总体关系。,结合材料，运用《当代国际政治与经济》知识，说明中国的“三大倡议”如何助力人类走向美好未来。（7分）,,全球文明倡议通过交流互鉴、传承和创新，促进民心相通，建设开放包容的世界，助力人类走向美好未来。,,EXACT,PARTIAL,EMPTY,OK,MISSING_WHY
3876,中国,责任,南南合作与全球南方共同发展,3,2024丰台二模Q19,,2024_丰台_二模_Q19,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_丰台_二模_Q19.md,设问问中国“答卷”如何彰显大国担当，题目限定在应对气候变化和环境保护，因此全球治理观必须连接中国承担责任、南南合作和区域合作，而不是泛写治理口号。,结合材料，运用《当代国际政治与经济》知识，说明中国“答卷”如何彰显大国担当。（6分）,,中国通过南南合作帮助发展中国家应对气候变化，贡献中国智慧、中国力量，促进全球南方共同发展，彰显大国担当。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3909,中国,责任,中国推进绿色低碳转型并参与全球气候治理,2,2025东城期末Q20,——评价欧盟对中国新能源汽车征收临时反补贴税,2025_东城_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_期末_Q20.md,"题面写中方坚决反对欧方临时反补贴税并多次提出建设性解决方案；设问需要说明认识短文，谈到中国态度必须把""维护本国利益""明确写出。",运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。要求：题目自拟，观点明确，逻辑清晰，200字左右。,,我国以新能源汽车产业的行动为世界气候、绿色生态保护作贡献，推进绿色低碳转型、参与全球气候治理。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3953,中国,责任,中国是负责任大国并勇于担当,4,2025顺义一模Q20,,2025_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_顺义_一模_Q20.md,题面写中国在共建国家推进惠民生“小而美”项目，帮助当地提升发展水平、解决饮水问题、丰富精神生活，说明中国通过具体民生合作承担国际发展责任。,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,"题面写中国在共建国家推进惠民生“小而美”项目，帮助当地提升发展水平、解决饮水问题、丰富精神生活，说明中国通过具体民生合作承担国际发展责任。题目让学生说明""小而美""项目为什么能成为中国开展国际发展合作的亮点和名片，要把项目优势接到中国大国身份上。把中老铁路安居村、""200口井""、援建牙买加园林等小项目串成中国主动改善他国民生的事实链，再点出这种主动作为正是中国作为负责任大国敢于担当的体现。",中国通过中老铁路安居村、“200口井”和援建牙买加中国园林等“小而美”项目改善当地民生，彰显大国担当和负责任大国形象。,,EXACT,NO_MATCH,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
3971,中国,责任,中国是负责任大国并勇于担当,6,2026通州期末Q20,,2026_通州_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_通州_期末_Q20.md,设问评价全球治理倡议为何“正逢其时”，题面呈现百年变局、地区动荡、逆全球化和治理赤字，作答要先说明该倡议符合和平与发展、经济全球化和各国人民共同愿望的时代背景。,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向彰显担当”的理解。,,全球治理倡议是中国贡献的又一重要国际公共产品，与三大倡议协同发力，彰显中国负责任大国的主动担当。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3982,中国,责任,聚焦发展中国家紧迫需求，以灵活快速的小而美项目形成共同发展品牌,1,2025顺义一模Q20,,2025_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_顺义_一模_Q20.md,题面把“小而美”项目放在共建“一带一路”从“大写意”进入“工笔画”的阶段，列举饮水、地区发展、精神生活等具体民生需求，说明这类项目的优势在于精准、灵活和可复制。,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,"题面把""小而美""项目放在共建""一带一路""由""大写意""进入""工笔画""的阶段，列举饮水、地区发展、精神生活等具体民生需求。题目让学生说明""小而美""项目为什么能成为中国开展国际发展合作的亮点和名片，要扣住这种项目的独特优势。把饮水、地区发展、精神生活等具体需求接成项目精准对接民生的事实，再说明项目规模小所以更灵活、可推广，最后归到聚焦发展中国家紧迫需求、灵活实施、快速响应基层社区需求、规模小更易统筹和可推广。",“小而美”项目聚焦发展中国家紧迫需求，灵活实施、快速响应基层社区需求，规模小更易统筹和推广，因而能够形成国际发展合作品牌和共同发展目标。,,EXACT,PARTIAL,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
3991,中国,责任,聚焦发展中国家紧迫需求，以灵活快速的小而美项目形成共同发展品牌,2,2026丰台期末Q20,,2026_丰台_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_丰台_期末_Q20.md,中拉“发展工程”强调产业链供应链稳定畅通，设问问“五大工程”如何扩大中拉利益汇合点。,结合材料，运用《当代国际政治与经济》知识，阐释“五大工程”如何扩大中拉利益汇合点。,,"民心工程实施300个""小而美""民生项目,聚焦拉美发展中国家紧迫需求,灵活快速惠及民生,形成共同发展品牌,扩大民心汇合点。",,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
4009,中国,责任,展现大国责任担当,2,2026门头沟一模Q21,,2026_门头沟_一模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_门头沟_一模_Q21.md,题目让学生说明中国为何能为世界提供宝贵的确定性，材料三把中国与世界经济深度联动、进口市场扩大和跨国企业加码在华投资放在一起，要从开放合作带来双向互利的角度作答。,结合材料，综合运用所学，谈谈中国为何能为世界提供宝贵的确定性。,,"中国展现负责任大国担当,奉行互利共赢的开放战略,推动构建人类命运共同体,故能为动荡变革的世界提供宝贵的确定性。",,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
4017,中国,责任,展现大国责任担当,3,2025西城二模Q19(2),,2025_西城_二模_Q19_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_西城_二模_Q19_2.md,对最不发达国家实行零关税，直接降低其进入中国市场的制度性成本，体现贸易自由化和普惠包容的经济全球化方向。,结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。,,开放中国市场、坚持正确义利观，与发展中国家共享发展新机遇、惠民生增福祉、互利共赢，展现大国担当。,,EXACT,PARTIAL,EMPTY,OK,MISSING_WHY
4025,中国,责任,展现大国责任担当,4,2026朝阳期中Q17,,2026_朝阳_期中_Q17,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期中_Q17.md,题目让学生说明人工智能发展中需要处理好的重要关系，题面一方面强调芯片、算法、大模型等核心环节自主可控，另一方面说明自主可控不是闭门造车，因此要把自主创新和开放合作放在同一层处理。,结合材料，运用《当代国际政治与经济》知识阐述我国应如何处理好推进“人工智能+”发展过程中的重要关系。,,处理好中国发展与世界发展关系，为世界提供公共产品和机遇、兼顾他国合理关切，展现大国责任担当。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
4034,中国,责任,展现大国责任担当,5,2026丰台一模Q19,,2026_丰台_一模_Q19,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_丰台_一模_Q19.md,题面用减贫国际合作、教育合作和卫生健康经验分享三组材料，说明中国把自身发展同各国发展利益结合起来；要回答中国大国情怀与担当，需要先解释中国为什么能与各国在可持续发展上形成合作。,结合材料，运用《当代国际政治与经济》知识，说明中国在全球可持续发展中彰显了怎样的大国情怀与担当。,,中国在消除贫困、教育普及、卫生健康等领域成就举世瞩目，做全球发展的贡献者，展现了负责任大国的情怀和担当。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
4043,中国,责任,展现大国责任担当,6,2026朝阳一模Q20,,2026_朝阳_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md,"设问问""为什么能""，要回答中国向世界释放正能量的能力来源。材料给出中国科技创新、自主研发芯片、新能源汽车产量等事实——触发的是国际竞争实质论与中国创新驱动战略对综合国力的支撑，而不是把""全球产业链供应链稳定""当作要积累的核心答题点。",结合材料，运用《当代国际政治与经济》知识，阐述中国为什么能为全球发展注入稳定性和正能量。,,中国分享减贫、生态治理经验改善发展中国家民生，彰显大国责任与担当，为全球发展注入稳定性和正能量。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
4053,中国,责任,展现大国责任担当,7,2025延庆一模Q20(2),"外交部发言人回应""脱钩断链""",2025_延庆_一模_Q20_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_延庆_一模_Q20_2.md,"材料二中个别国家鼓噪""脱钩断链""和供应链""去风险""，与近70个国家和地区企业到链博会寻找""链""通中外方案形成对照；要论证供应链合作的正当性，必须用时代主题判定""合作""才是符合潮流的方向，""脱钩""违背潮流。",假如你是外交部发言人，请结合材料二，运用《当代国际政治与经济》知识，对上述提问做出回应。,,作为负责任大国，中国坚持高质量发展和高水平对外开放，在追求本国利益时兼顾他国关切，彰显大国责任担当。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
